"OwnerUserId","Pearson","Kendall","Spearman"
26874,0.983327545285188,0.757033298610225,0.830336491706037
8140,0.980404967186097,0.667124384994991,0.783189375656805
67372,0.954982305363675,0.711832129678699,0.795678311590286
149081,0.946609266972867,0.550688791753935,0.727392967453308
54377,0.935513053240718,0.780720058358826,0.900937462695559
4179,0.932265229301176,0.619047619047619,0.714285714285714
9754,0.914171331398528,0.723746864455746,0.801783725737273
27166,0.912811566386838,0.29277002188456,0.432449982093868
2526,0.910182082807566,0.366233510382357,0.510464719340991
19997,0.906310377162861,0.400320384512718,0.509405212857187
222207,0.899574895551808,0.836501912571304,0.922172221673209
4735,0.897527803854379,0.508475179873127,0.5935694526523
47594,0.888798469131454,0.7035988838945,0.816308626299578
75623,0.879103748436871,0.75,0.881818181818182
11956,0.874881925949513,0.535463226756677,0.62161202944563
196810,0.873058429182407,0.659261194821458,0.792697663314835
10835,0.872078190168848,0.962962962962963,0.987951807228916
197,0.871706073792289,0.444444444444444,0.602409638554217
71975,0.865841229914005,0.592999453328881,0.747042173703414
25404,0.858126358700191,0.505745691088482,0.647523694768721
99055,0.858089035652124,0.897527467855751,0.953065230366386
28190,0.85767143674338,0.488504210459197,0.670797809746253
29344,0.857595808737243,0.845402792964952,0.930751538354958
8017,0.857282653494314,0.501280411827603,0.67532983143918
169083,0.85675836360439,0.650814026618287,0.727392967453308
2382,0.845632143889587,0.95,0.981818181818182
1965,0.841269978961628,0.523809523809524,0.678571428571428
11636,0.840490863656805,0.615840287135601,0.711777005827033
1561,0.839696787548297,0.366987921708787,0.482916970432897
36641,0.83930205408575,0.651786141940111,0.821643686617059
2445,0.824712185553722,0.688032961232452,0.804617277707504
5005,0.822800880195594,0.718184846459608,0.825722823844771
10389,0.822358793219411,0.608759587435071,0.759500431766742
9684,0.820618920724464,0.457329560380024,0.705907277725455
2315,0.815282396993152,0.22237479499833,0.313275750262722
43814,0.813138540007139,0.5,0.642857142857143
48901,0.804810586987131,0.706845422175148,0.793328828021918
10006,0.803314863388897,0.105263157894737,0.138888888888889
25371,0.801913210322603,0.568328616225395,0.707330222650161
156683,0.797724024282502,0.842664840617814,0.887151079037295
126214,0.796815419826921,0.571661950475029,0.660225291773525
23901,0.794027987302306,0.428571428571429,0.523809523809524
197244,0.780300620557767,0.717108788291577,0.812136127522228
154805,0.779757872864688,0.428571428571429,0.547619047619048
7310,0.778045240887696,0.592999453328881,0.734993106385617
127273,0.777518996838001,0.596762395032861,0.739358658319572
75569,0.775741997555658,0.763762615825973,0.898219696434944
84451,0.774651821721251,0.45,0.527272727272727
30947,0.771326640280676,0.37037037037037,0.469879518072289
86613,0.769311919253548,0.648181216087669,0.766130877682874
5435,0.768917696488611,0.197385508487931,0.267261241912424
41200,0.766376659088403,0.384235985385126,0.490049045064646
69069,0.757731203655925,0.687256450367276,0.769343180566929
31942,0.750184674841254,0.588247858818002,0.724138619870596
59161,0.743831356708353,0.295454545454545,0.429878048780488
10647,0.736118348237134,0.206708012404135,0.29311430293441
144223,0.734325679767589,0.522976360368491,0.639009650422694
3243,0.729351798781002,0.909241209316635,0.97007727214974
23959,0.724817304700241,0.523809523809524,0.678571428571428
6842,0.720690621703151,0.196418550329597,0.222289993563298
247,0.719177388315883,0.62598071204459,0.726268316750157
136399,0.71863362139227,0.718184846459608,0.85324691797293
54902,0.717021063372376,0.691023319080643,0.850314645958414
159,0.71689950068222,0.58554004376912,0.684712471648625
24353,0.716337136559576,0.350438322025231,0.436435780471985
8182,0.715745698784438,0.591607978309962,0.69456674926725
30055,0.71348324534402,0.5,0.547619047619048
16659,0.709686822451971,0.240085378871431,0.40222881211871
76123,0.708835100265787,0.471404520791032,0.621417267453886
2367,0.704982357107886,0.390360029179413,0.450468731347779
92156,0.704819462849737,0.683130051063973,0.810843716426003
2091,0.701545140640628,0.487950036474267,0.558581226871247
11243,0.690036607317204,0.552052447473883,0.656491137479638
25150,0.688542801122429,0.357071756454281,0.496659542537696
1770,0.688541001965556,0.645881334621692,0.790189994902221
61839,0.686646375532576,0.156427022069265,0.196251497450041
304,0.68543775736257,0.368011776565278,0.512414569288392
19946,0.68402836382107,0.353009043248731,0.432131698534196
87226,0.683596151984807,0,0.085106776115209
17880,0.683357743736152,0.500141783641018,0.594452885541684
48220,0.681205122435044,0.400320384512718,0.478343919390285
43481,0.68114422405081,-0.1539600717839,-0.134992190760299
12458,0.681141755155382,0.386243639668214,0.486096901138937
44374,0.681097297433185,0.518874521662771,0.662698702478835
200,0.680727525903159,0.623879466904938,0.742598737552475
101890,0.679472146573945,0.694365074829414,0.834748647438402
79770,0.677726873871083,0.512989176042577,0.578005976691339
306,0.676263744348511,0.259349495852042,0.319021800567917
100260,0.67589765239346,0.333333333333333,0.516666666666667
6774,0.675717478766687,0.666847017452237,0.734632354942602
30220,0.67564855911037,0.077151674981046,0.110481438631553
10679,0.67386199942209,0.387298334620742,0.491121545571975
12645,0.672591971617709,0.763762615825973,0.874267171196679
5046,0.671179566935497,0.553398058252427,0.706093189964158
37917,0.669775820407352,0.47280542884465,0.658694444052292
38832,0.668983569321323,0.550688791753935,0.745577791639641
142886,0.663657465282291,0.569950940734442,0.681184275516611
17036,0.662714658772292,0.592999453328881,0.734993106385617
119091,0.661430071775809,0.158113883008419,0.22438727760203
64301,0.661285083486825,0.51434449987364,0.555936987495826
57810,0.657294054655579,0.434828276739336,0.527430855393571
44350,0.655976960569453,0.554579245495974,0.667753387535251
74125,0.653694217632818,0.314944889466093,0.393240975717552
15734,0.653157768275402,0.488504210459197,0.590794401244406
5902,0.65281780648903,0.457662042837884,0.654440423934207
163171,0.652665162650489,0.763762615825973,0.898219696434944
30265,0.651090188927688,0.780720058358826,0.900937462695559
46,0.651035555535817,0.4,0.512605042016807
70974,0.648040256040984,0.590502971263581,0.733335271069467
91447,0.646121998468915,0.428571428571429,0.535714285714286
80247,0.645767458400502,0.452142516559008,0.585468572914177
67603,0.642985281706737,0.592999453328881,0.702658317876495
15269,0.642947349039625,0.375696341674684,0.49725002586903
169298,0.640178512145914,0.648181216087669,0.723568051144936
18551,0.637982545357343,0.0763381020690574,0.157618455376128
857,0.636621854340942,0,0.0183070675490505
1298,0.635927620866727,0.5,0.619047619047619
183611,0.635246812406746,0.314626602482846,0.358664270771238
3128,0.633650323998871,0.144942758913112,0.215191789000577
7313,0.632304528025255,0.253546276418555,0.384940608027633
918,0.630773096028039,0.238095238095238,0.392857142857143
50097,0.627660371966662,-0.0896421457000795,-0.0256447726855643
10955,0.62691179631368,0.487950036474267,0.558581226871247
6938,0.625766842554398,0.400163365332521,0.546237774430412
96448,0.624582363905583,0.453632354363277,0.612971333086556
75632,0.624203474793735,0.398077014157566,0.603047563379272
55016,0.621905370027092,0.591607978309962,0.669461927004578
452,0.620957058203835,0.134080304630798,0.291069636667476
38417,0.62087339179923,0.404519917477945,0.504561601254454
19096,0.618962611548223,0.228831021418942,0.267306652029465
158613,0.617532820030085,0.432346015273735,0.63719309286431
1425,0.617388515606581,0.411475599898912,0.518874521662771
79446,0.615880625875233,0.604814736759006,0.745177316975271
